doi,author_name,given_name,family_name
10.1099/jmm.0.47617-0,Metwally L,L.,Metwally
10.1099/jmm.0.47617-0,Fairley DJ,D. J.,Fairley
10.1099/jmm.0.47617-0,Coyle PV,P. V.,Coyle
10.1099/jmm.0.47617-0,Hay RJ,R. J.,Hay
10.1099/jmm.0.47617-0,Hedderwick S,S.,Hedderwick
10.1099/jmm.0.47617-0,McCloskey B,B.,McCloskey
10.1099/jmm.0.47617-0,O'Neill HJ,H. J.,O'Neill
10.1099/jmm.0.47617-0,Webb CH,C. H.,Webb
10.1099/jmm.0.47617-0,Elbaz W,W.,Elbaz
10.1099/jmm.0.47617-0,McMullan R,R.,McMullan
10.1099/jmm.0.47617-0,Metwally L,L.,Metwally
10.1099/jmm.0.47617-0,Fairley DJ,D. J.,Fairley
10.1099/jmm.0.47617-0,Coyle PV,P. V.,Coyle
10.1099/jmm.0.47617-0,Hay RJ,R. J.,Hay
10.1099/jmm.0.47617-0,Hedderwick S,S.,Hedderwick
10.1099/jmm.0.47617-0,McCloskey B,B.,McCloskey
10.1099/jmm.0.47617-0,O'Neill HJ,H. J.,O'Neill
10.1099/jmm.0.47617-0,Webb CH,C. H.,Webb
10.1099/jmm.0.47617-0,Elbaz W,W.,Elbaz
10.1099/jmm.0.47617-0,McMullan R,R.,McMullan
10.1099/jmm.0.47617-0,Metwally L,L.,Metwally
10.1099/jmm.0.47617-0,Fairley DJ,D. J.,Fairley
10.1099/jmm.0.47617-0,Coyle PV,P. V.,Coyle
10.1099/jmm.0.47617-0,Hay RJ,R. J.,Hay
10.1099/jmm.0.47617-0,Hedderwick S,S.,Hedderwick
10.1099/jmm.0.47617-0,McCloskey B,B.,McCloskey
10.1099/jmm.0.47617-0,O'Neill HJ,H. J.,O'Neill
10.1099/jmm.0.47617-0,Webb CH,C. H.,Webb
10.1099/jmm.0.47617-0,Elbaz W,W.,Elbaz
10.1099/jmm.0.47617-0,McMullan R,R.,McMullan
10.1099/jmm.0.47617-0,Metwally L,L.,Metwally
10.1099/jmm.0.47617-0,Fairley DJ,D. J.,Fairley
10.1099/jmm.0.47617-0,Coyle PV,P. V.,Coyle
10.1099/jmm.0.47617-0,Hay RJ,R. J.,Hay
10.1099/jmm.0.47617-0,Hedderwick S,S.,Hedderwick
10.1099/jmm.0.47617-0,McCloskey B,B.,McCloskey
10.1099/jmm.0.47617-0,O'Neill HJ,H. J.,O'Neill
10.1099/jmm.0.47617-0,Webb CH,C. H.,Webb
10.1099/jmm.0.47617-0,Elbaz W,W.,Elbaz
10.1099/jmm.0.47617-0,McMullan R,R.,McMullan
10.1099/jmm.0.47617-0,Metwally L,L.,Metwally
10.1099/jmm.0.47617-0,Fairley DJ,D. J.,Fairley
10.1099/jmm.0.47617-0,Coyle PV,P. V.,Coyle
10.1099/jmm.0.47617-0,Hay RJ,R. J.,Hay
10.1099/jmm.0.47617-0,Hedderwick S,S.,Hedderwick
10.1099/jmm.0.47617-0,McCloskey B,B.,McCloskey
10.1099/jmm.0.47617-0,O'Neill HJ,H. J.,O'Neill
10.1099/jmm.0.47617-0,Webb CH,C. H.,Webb
10.1099/jmm.0.47617-0,Elbaz W,W.,Elbaz
10.1099/jmm.0.47617-0,McMullan R,R.,McMullan
10.1099/jmm.0.47617-0,Metwally L,L.,Metwally
10.1099/jmm.0.47617-0,Fairley DJ,D. J.,Fairley
10.1099/jmm.0.47617-0,Coyle PV,P. V.,Coyle
10.1099/jmm.0.47617-0,Hay RJ,R. J.,Hay
10.1099/jmm.0.47617-0,Hedderwick S,S.,Hedderwick
10.1099/jmm.0.47617-0,McCloskey B,B.,McCloskey
10.1099/jmm.0.47617-0,O'Neill HJ,H. J.,O'Neill
10.1099/jmm.0.47617-0,Webb CH,C. H.,Webb
10.1099/jmm.0.47617-0,Elbaz W,W.,Elbaz
10.1099/jmm.0.47617-0,McMullan R,R.,McMullan
10.1099/jmm.0.47617-0,Metwally L,L.,Metwally
10.1099/jmm.0.47617-0,Fairley DJ,D. J.,Fairley
10.1099/jmm.0.47617-0,Coyle PV,P. V.,Coyle
10.1099/jmm.0.47617-0,Hay RJ,R. J.,Hay
10.1099/jmm.0.47617-0,Hedderwick S,S.,Hedderwick
10.1099/jmm.0.47617-0,McCloskey B,B.,McCloskey
10.1099/jmm.0.47617-0,O'Neill HJ,H. J.,O'Neill
10.1099/jmm.0.47617-0,Webb CH,C. H.,Webb
10.1099/jmm.0.47617-0,Elbaz W,W.,Elbaz
10.1099/jmm.0.47617-0,McMullan R,R.,McMullan
10.1099/jmm.0.47617-0,Metwally L,L.,Metwally
10.1099/jmm.0.47617-0,Fairley DJ,D. J.,Fairley
10.1099/jmm.0.47617-0,Coyle PV,P. V.,Coyle
10.1099/jmm.0.47617-0,Hay RJ,R. J.,Hay
10.1099/jmm.0.47617-0,Hedderwick S,S.,Hedderwick
10.1099/jmm.0.47617-0,McCloskey B,B.,McCloskey
10.1099/jmm.0.47617-0,O'Neill HJ,H. J.,O'Neill
10.1099/jmm.0.47617-0,Webb CH,C. H.,Webb
10.1099/jmm.0.47617-0,Elbaz W,W.,Elbaz
10.1099/jmm.0.47617-0,McMullan R,R.,McMullan
10.1039/c8sc01130c,Jiang N,Nan,Jiang
10.1039/c8sc01130c,Ying G,Guo-Liang,Ying
10.1039/c8sc01130c,Yetisen AK,Ali K.,Yetisen
10.1039/c8sc01130c,Montelongo Y,Yunuen,Montelongo
10.1039/c8sc01130c,Shen L,Ling,Shen
10.1039/c8sc01130c,Xiao Y,Yu-Xuan,Xiao
10.1039/c8sc01130c,Busscher HJ,Henk J.,Busscher
10.1039/c8sc01130c,Yang X,Xiao-Yu,Yang
10.1039/c8sc01130c,Su B,Bao-Lian,Su
10.1039/c8sc01130c,Jiang N,Nan,Jiang
10.1039/c8sc01130c,Ying G,Guo-Liang,Ying
10.1039/c8sc01130c,Yetisen AK,Ali K.,Yetisen
10.1039/c8sc01130c,Montelongo Y,Yunuen,Montelongo
10.1039/c8sc01130c,Shen L,Ling,Shen
10.1039/c8sc01130c,Xiao Y,Yu-Xuan,Xiao
10.1039/c8sc01130c,Busscher HJ,Henk J.,Busscher
10.1039/c8sc01130c,Yang X,Xiao-Yu,Yang
10.1039/c8sc01130c,Su B,Bao-Lian,Su
10.1039/c8sc01130c,Jiang N,Nan,Jiang
10.1039/c8sc01130c,Ying G,Guo-Liang,Ying
10.1039/c8sc01130c,Yetisen AK,Ali K.,Yetisen
10.1039/c8sc01130c,Montelongo Y,Yunuen,Montelongo
10.1039/c8sc01130c,Shen L,Ling,Shen
10.1039/c8sc01130c,Xiao Y,Yu-Xuan,Xiao
10.1039/c8sc01130c,Busscher HJ,Henk J.,Busscher
10.1039/c8sc01130c,Yang X,Xiao-Yu,Yang
10.1039/c8sc01130c,Su B,Bao-Lian,Su
10.1039/c8sc01130c,Jiang N,Nan,Jiang
10.1039/c8sc01130c,Ying G,Guo-Liang,Ying
10.1039/c8sc01130c,Yetisen AK,Ali K.,Yetisen
10.1039/c8sc01130c,Montelongo Y,Yunuen,Montelongo
10.1039/c8sc01130c,Shen L,Ling,Shen
10.1039/c8sc01130c,Xiao Y,Yu-Xuan,Xiao
10.1039/c8sc01130c,Busscher HJ,Henk J.,Busscher
10.1039/c8sc01130c,Yang X,Xiao-Yu,Yang
10.1039/c8sc01130c,Su B,Bao-Lian,Su
10.1039/c8sc01130c,Jiang N,Nan,Jiang
10.1039/c8sc01130c,Ying G,Guo-Liang,Ying
10.1039/c8sc01130c,Yetisen AK,Ali K.,Yetisen
10.1039/c8sc01130c,Montelongo Y,Yunuen,Montelongo
10.1039/c8sc01130c,Shen L,Ling,Shen
10.1039/c8sc01130c,Xiao Y,Yu-Xuan,Xiao
10.1039/c8sc01130c,Busscher HJ,Henk J.,Busscher
10.1039/c8sc01130c,Yang X,Xiao-Yu,Yang
10.1039/c8sc01130c,Su B,Bao-Lian,Su
10.1039/c8sc01130c,Jiang N,Nan,Jiang
10.1039/c8sc01130c,Ying G,Guo-Liang,Ying
10.1039/c8sc01130c,Yetisen AK,Ali K.,Yetisen
10.1039/c8sc01130c,Montelongo Y,Yunuen,Montelongo
10.1039/c8sc01130c,Shen L,Ling,Shen
10.1039/c8sc01130c,Xiao Y,Yu-Xuan,Xiao
10.1039/c8sc01130c,Busscher HJ,Henk J.,Busscher
10.1039/c8sc01130c,Yang X,Xiao-Yu,Yang
10.1039/c8sc01130c,Su B,Bao-Lian,Su
10.1039/c8sc01130c,Jiang N,Nan,Jiang
10.1039/c8sc01130c,Ying G,Guo-Liang,Ying
10.1039/c8sc01130c,Yetisen AK,Ali K.,Yetisen
10.1039/c8sc01130c,Montelongo Y,Yunuen,Montelongo
10.1039/c8sc01130c,Shen L,Ling,Shen
10.1039/c8sc01130c,Xiao Y,Yu-Xuan,Xiao
10.1039/c8sc01130c,Busscher HJ,Henk J.,Busscher
10.1039/c8sc01130c,Yang X,Xiao-Yu,Yang
10.1039/c8sc01130c,Su B,Bao-Lian,Su
10.1039/c8sc01130c,Jiang N,Nan,Jiang
10.1039/c8sc01130c,Ying G,Guo-Liang,Ying
10.1039/c8sc01130c,Yetisen AK,Ali K.,Yetisen
10.1039/c8sc01130c,Montelongo Y,Yunuen,Montelongo
10.1039/c8sc01130c,Shen L,Ling,Shen
10.1039/c8sc01130c,Xiao Y,Yu-Xuan,Xiao
10.1039/c8sc01130c,Busscher HJ,Henk J.,Busscher
10.1039/c8sc01130c,Yang X,Xiao-Yu,Yang
10.1039/c8sc01130c,Su B,Bao-Lian,Su
10.1039/c8sc01130c,Jiang N,Nan,Jiang
10.1039/c8sc01130c,Ying G,Guo-Liang,Ying
10.1039/c8sc01130c,Yetisen AK,Ali K.,Yetisen
10.1039/c8sc01130c,Montelongo Y,Yunuen,Montelongo
10.1039/c8sc01130c,Shen L,Ling,Shen
10.1039/c8sc01130c,Xiao Y,Yu-Xuan,Xiao
10.1039/c8sc01130c,Busscher HJ,Henk J.,Busscher
10.1039/c8sc01130c,Yang X,Xiao-Yu,Yang
10.1039/c8sc01130c,Su B,Bao-Lian,Su
10.1139/w11-064,Lass-Flörl C,C.,Lass-Flörl
10.1139/w11-064,Follett SA,S.A.,Follett
10.1139/w11-064,Moody A,A.,Moody
10.1139/w11-064,Denning DW,D.W.,Denning
10.4155/tde.10.114,Lakshminarayanan R,Ramanathan,Lakshminarayanan
10.4155/tde.10.114,Kesselman E,Ellina,Kesselman
10.4155/tde.10.114,Cohen R,Revital,Cohen
10.4155/tde.10.114,Athappan P,Periakaruppan,Athappan
10.4155/tde.10.114,Shimoni E,Eyal,Shimoni
10.1021/es405731j,Brinkmann M,Markus,Brinkmann
10.1021/es405731j,Maletz S,Sibylle,Maletz
10.1021/es405731j,Krauss M,Martin,Krauss
10.1021/es405731j,Bluhm K,Kerstin,Bluhm
10.1021/es405731j,Schiwy S,Sabrina,Schiwy
10.1021/es405731j,Kuckelkorn J,Jochen,Kuckelkorn
10.1021/es405731j,Tiehm A,Andreas,Tiehm
10.1021/es405731j,Brack W,Werner,Brack
10.1021/es405731j,Hollert H,Henner,Hollert
10.1002/jobm.201700545,Szilágyi M,Melinda,Szilágyi
10.1002/jobm.201700545,Anton F,Fruzsina,Anton
10.1002/jobm.201700545,Pócsi I,István,Pócsi
10.1002/jobm.201700545,Emri T,Tamás,Emri
10.1002/jobm.201700545,Szilágyi M,Melinda,Szilágyi
10.1002/jobm.201700545,Anton F,Fruzsina,Anton
10.1002/jobm.201700545,Pócsi I,István,Pócsi
10.1002/jobm.201700545,Emri T,Tamás,Emri
10.1002/jobm.201700545,Szilágyi M,Melinda,Szilágyi
10.1002/jobm.201700545,Anton F,Fruzsina,Anton
10.1002/jobm.201700545,Pócsi I,István,Pócsi
10.1002/jobm.201700545,Emri T,Tamás,Emri
10.1002/jobm.201700545,Szilágyi M,Melinda,Szilágyi
10.1002/jobm.201700545,Anton F,Fruzsina,Anton
10.1002/jobm.201700545,Pócsi I,István,Pócsi
10.1002/jobm.201700545,Emri T,Tamás,Emri
10.1039/c8cc01311j,Wang G,Guan,Wang
10.1039/c8cc01311j,Zhang K,Kai,Zhang
10.1039/c8cc01311j,Wang Y,Yindian,Wang
10.1039/c8cc01311j,Zhao C,Changwen,Zhao
10.1039/c8cc01311j,He B,Bin,He
10.1039/c8cc01311j,Ma Y,Yuhong,Ma
10.1039/c8cc01311j,Yang W,Wantai,Yang
10.1002/cpps.101,Öztürk S,Sibel,Öztürk
10.1002/cpps.101,Demir İ,İrem,Demir
10.1002/cpps.101,Çalık P,Pınar,Çalık
10.1002/cpps.101,Öztürk S,Sibel,Öztürk
10.1002/cpps.101,Demir İ,İrem,Demir
10.1002/cpps.101,Çalık P,Pınar,Çalık
10.1002/cpps.101,Öztürk S,Sibel,Öztürk
10.1002/cpps.101,Demir İ,İrem,Demir
10.1002/cpps.101,Çalık P,Pınar,Çalık
10.1002/yea.3514,Terzioğlu E,Ergi,Terzioğlu
10.1002/yea.3514,Alkım C,Ceren,Alkım
10.1002/yea.3514,Arslan M,Mevlüt,Arslan
10.1002/yea.3514,Balaban BG,Berrak Gülçin,Balaban
10.1002/yea.3514,Holyavkin C,Can,Holyavkin
10.1002/yea.3514,Kısakesen Hİ,Halil İbrahim,Kısakesen
10.1002/yea.3514,Topaloğlu A,Alican,Topaloğlu
10.1002/yea.3514,Yılmaz Şahin Ü,Ülkü,Yılmaz Şahin
10.1002/yea.3514,Gündüz Işık S,Sema,Gündüz Işık
10.1002/yea.3514,Akman S,Süleyman,Akman
10.1002/yea.3514,Çakar ZP,Zeynep Petek,Çakar
10.1002/yea.3514,Terzioğlu E,Ergi,Terzioğlu
10.1002/yea.3514,Alkım C,Ceren,Alkım
10.1002/yea.3514,Arslan M,Mevlüt,Arslan
10.1002/yea.3514,Balaban BG,Berrak Gülçin,Balaban
10.1002/yea.3514,Holyavkin C,Can,Holyavkin
10.1002/yea.3514,Kısakesen Hİ,Halil İbrahim,Kısakesen
10.1002/yea.3514,Topaloğlu A,Alican,Topaloğlu
10.1002/yea.3514,Yılmaz Şahin Ü,Ülkü,Yılmaz Şahin
10.1002/yea.3514,Gündüz Işık S,Sema,Gündüz Işık
10.1002/yea.3514,Akman S,Süleyman,Akman
10.1002/yea.3514,Çakar ZP,Zeynep Petek,Çakar
10.1002/yea.3514,Terzioğlu E,Ergi,Terzioğlu
10.1002/yea.3514,Alkım C,Ceren,Alkım
10.1002/yea.3514,Arslan M,Mevlüt,Arslan
10.1002/yea.3514,Balaban BG,Berrak Gülçin,Balaban
10.1002/yea.3514,Holyavkin C,Can,Holyavkin
10.1002/yea.3514,Kısakesen Hİ,Halil İbrahim,Kısakesen
10.1002/yea.3514,Topaloğlu A,Alican,Topaloğlu
10.1002/yea.3514,Yılmaz Şahin Ü,Ülkü,Yılmaz Şahin
10.1002/yea.3514,Gündüz Işık S,Sema,Gündüz Işık
10.1002/yea.3514,Akman S,Süleyman,Akman
10.1002/yea.3514,Çakar ZP,Zeynep Petek,Çakar
10.1002/yea.3514,Terzioğlu E,Ergi,Terzioğlu
10.1002/yea.3514,Alkım C,Ceren,Alkım
10.1002/yea.3514,Arslan M,Mevlüt,Arslan
10.1002/yea.3514,Balaban BG,Berrak Gülçin,Balaban
10.1002/yea.3514,Holyavkin C,Can,Holyavkin
10.1002/yea.3514,Kısakesen Hİ,Halil İbrahim,Kısakesen
10.1002/yea.3514,Topaloğlu A,Alican,Topaloğlu
10.1002/yea.3514,Yılmaz Şahin Ü,Ülkü,Yılmaz Şahin
10.1002/yea.3514,Gündüz Işık S,Sema,Gündüz Işık
10.1002/yea.3514,Akman S,Süleyman,Akman
10.1002/yea.3514,Çakar ZP,Zeynep Petek,Çakar
10.1002/yea.3514,Terzioğlu E,Ergi,Terzioğlu
10.1002/yea.3514,Alkım C,Ceren,Alkım
10.1002/yea.3514,Arslan M,Mevlüt,Arslan
10.1002/yea.3514,Balaban BG,Berrak Gülçin,Balaban
10.1002/yea.3514,Holyavkin C,Can,Holyavkin
10.1002/yea.3514,Kısakesen Hİ,Halil İbrahim,Kısakesen
10.1002/yea.3514,Topaloğlu A,Alican,Topaloğlu
10.1002/yea.3514,Yılmaz Şahin Ü,Ülkü,Yılmaz Şahin
10.1002/yea.3514,Gündüz Işık S,Sema,Gündüz Işık
10.1002/yea.3514,Akman S,Süleyman,Akman
10.1002/yea.3514,Çakar ZP,Zeynep Petek,Çakar
10.1002/yea.3514,Terzioğlu E,Ergi,Terzioğlu
10.1002/yea.3514,Alkım C,Ceren,Alkım
10.1002/yea.3514,Arslan M,Mevlüt,Arslan
10.1002/yea.3514,Balaban BG,Berrak Gülçin,Balaban
10.1002/yea.3514,Holyavkin C,Can,Holyavkin
10.1002/yea.3514,Kısakesen Hİ,Halil İbrahim,Kısakesen
10.1002/yea.3514,Topaloğlu A,Alican,Topaloğlu
10.1002/yea.3514,Yılmaz Şahin Ü,Ülkü,Yılmaz Şahin
10.1002/yea.3514,Gündüz Işık S,Sema,Gündüz Işık
10.1002/yea.3514,Akman S,Süleyman,Akman
10.1002/yea.3514,Çakar ZP,Zeynep Petek,Çakar
10.1002/yea.3514,Terzioğlu E,Ergi,Terzioğlu
10.1002/yea.3514,Alkım C,Ceren,Alkım
10.1002/yea.3514,Arslan M,Mevlüt,Arslan
10.1002/yea.3514,Balaban BG,Berrak Gülçin,Balaban
10.1002/yea.3514,Holyavkin C,Can,Holyavkin
10.1002/yea.3514,Kısakesen Hİ,Halil İbrahim,Kısakesen
10.1002/yea.3514,Topaloğlu A,Alican,Topaloğlu
10.1002/yea.3514,Yılmaz Şahin Ü,Ülkü,Yılmaz Şahin
10.1002/yea.3514,Gündüz Işık S,Sema,Gündüz Işık
10.1002/yea.3514,Akman S,Süleyman,Akman
10.1002/yea.3514,Çakar ZP,Zeynep Petek,Çakar
10.1002/yea.3514,Terzioğlu E,Ergi,Terzioğlu
10.1002/yea.3514,Alkım C,Ceren,Alkım
10.1002/yea.3514,Arslan M,Mevlüt,Arslan
10.1002/yea.3514,Balaban BG,Berrak Gülçin,Balaban
10.1002/yea.3514,Holyavkin C,Can,Holyavkin
10.1002/yea.3514,Kısakesen Hİ,Halil İbrahim,Kısakesen
10.1002/yea.3514,Topaloğlu A,Alican,Topaloğlu
10.1002/yea.3514,Yılmaz Şahin Ü,Ülkü,Yılmaz Şahin
10.1002/yea.3514,Gündüz Işık S,Sema,Gündüz Işık
10.1002/yea.3514,Akman S,Süleyman,Akman
10.1002/yea.3514,Çakar ZP,Zeynep Petek,Çakar
10.1002/yea.3514,Terzioğlu E,Ergi,Terzioğlu
10.1002/yea.3514,Alkım C,Ceren,Alkım
10.1002/yea.3514,Arslan M,Mevlüt,Arslan
10.1002/yea.3514,Balaban BG,Berrak Gülçin,Balaban
10.1002/yea.3514,Holyavkin C,Can,Holyavkin
10.1002/yea.3514,Kısakesen Hİ,Halil İbrahim,Kısakesen
10.1002/yea.3514,Topaloğlu A,Alican,Topaloğlu
10.1002/yea.3514,Yılmaz Şahin Ü,Ülkü,Yılmaz Şahin
10.1002/yea.3514,Gündüz Işık S,Sema,Gündüz Işık
10.1002/yea.3514,Akman S,Süleyman,Akman
10.1002/yea.3514,Çakar ZP,Zeynep Petek,Çakar
10.1002/yea.3514,Terzioğlu E,Ergi,Terzioğlu
10.1002/yea.3514,Alkım C,Ceren,Alkım
10.1002/yea.3514,Arslan M,Mevlüt,Arslan
10.1002/yea.3514,Balaban BG,Berrak Gülçin,Balaban
10.1002/yea.3514,Holyavkin C,Can,Holyavkin
10.1002/yea.3514,Kısakesen Hİ,Halil İbrahim,Kısakesen
10.1002/yea.3514,Topaloğlu A,Alican,Topaloğlu
10.1002/yea.3514,Yılmaz Şahin Ü,Ülkü,Yılmaz Şahin
10.1002/yea.3514,Gündüz Işık S,Sema,Gündüz Işık
10.1002/yea.3514,Akman S,Süleyman,Akman
10.1002/yea.3514,Çakar ZP,Zeynep Petek,Çakar
10.1002/yea.3514,Terzioğlu E,Ergi,Terzioğlu
10.1002/yea.3514,Alkım C,Ceren,Alkım
10.1002/yea.3514,Arslan M,Mevlüt,Arslan
10.1002/yea.3514,Balaban BG,Berrak Gülçin,Balaban
10.1002/yea.3514,Holyavkin C,Can,Holyavkin
10.1002/yea.3514,Kısakesen Hİ,Halil İbrahim,Kısakesen
10.1002/yea.3514,Topaloğlu A,Alican,Topaloğlu
10.1002/yea.3514,Yılmaz Şahin Ü,Ülkü,Yılmaz Şahin
10.1002/yea.3514,Gündüz Işık S,Sema,Gündüz Işık
10.1002/yea.3514,Akman S,Süleyman,Akman
10.1002/yea.3514,Çakar ZP,Zeynep Petek,Çakar
10.1021/acsnano.1c03896,Jiao C,Chong,Jiao
10.1021/acsnano.1c03896,Zhao C,Changwen,Zhao
10.1021/acsnano.1c03896,Ma Y,Yuhong,Ma
10.1021/acsnano.1c03896,Yang W,Wantai,Yang
10.1021/acsnano.1c03896,Jiao C,Chong,Jiao
10.1021/acsnano.1c03896,Zhao C,Changwen,Zhao
10.1021/acsnano.1c03896,Ma Y,Yuhong,Ma
10.1021/acsnano.1c03896,Yang W,Wantai,Yang
10.1021/acsnano.1c03896,Jiao C,Chong,Jiao
10.1021/acsnano.1c03896,Zhao C,Changwen,Zhao
10.1021/acsnano.1c03896,Ma Y,Yuhong,Ma
10.1021/acsnano.1c03896,Yang W,Wantai,Yang
10.1021/acsnano.1c03896,Jiao C,Chong,Jiao
10.1021/acsnano.1c03896,Zhao C,Changwen,Zhao
10.1021/acsnano.1c03896,Ma Y,Yuhong,Ma
10.1021/acsnano.1c03896,Yang W,Wantai,Yang
10.1002/adma.202206437,He J,Jian,He
10.1002/adma.202206437,Ye Y,Yang,Ye
10.1002/adma.202206437,Zhang D,Dongxiao,Zhang
10.1002/adma.202206437,Yao K,Ke,Yao
10.1002/adma.202206437,Zhou M,Min,Zhou
10.1002/adma.202206437,He J,Jian,He
10.1002/adma.202206437,Ye Y,Yang,Ye
10.1002/adma.202206437,Zhang D,Dongxiao,Zhang
10.1002/adma.202206437,Yao K,Ke,Yao
10.1002/adma.202206437,Zhou M,Min,Zhou
10.1002/adma.202206437,He J,Jian,He
10.1002/adma.202206437,Ye Y,Yang,Ye
10.1002/adma.202206437,Zhang D,Dongxiao,Zhang
10.1002/adma.202206437,Yao K,Ke,Yao
10.1002/adma.202206437,Zhou M,Min,Zhou
10.1002/adma.202206437,He J,Jian,He
10.1002/adma.202206437,Ye Y,Yang,Ye
10.1002/adma.202206437,Zhang D,Dongxiao,Zhang
10.1002/adma.202206437,Yao K,Ke,Yao
10.1002/adma.202206437,Zhou M,Min,Zhou
10.1002/adma.202206437,He J,Jian,He
10.1002/adma.202206437,Ye Y,Yang,Ye
10.1002/adma.202206437,Zhang D,Dongxiao,Zhang
10.1002/adma.202206437,Yao K,Ke,Yao
10.1002/adma.202206437,Zhou M,Min,Zhou
10.1021/acs.biomac.3c01143,Wang K,Kanglei,Wang
10.1021/acs.biomac.3c01143,Zhao C,Changwen,Zhao
10.1021/acs.biomac.3c01143,Ma Y,Yuhong,Ma
10.1021/acs.biomac.3c01143,Yang W,Wantai,Yang
10.1021/acs.biomac.3c01143,Wang K,Kanglei,Wang
10.1021/acs.biomac.3c01143,Zhao C,Changwen,Zhao
10.1021/acs.biomac.3c01143,Ma Y,Yuhong,Ma
10.1021/acs.biomac.3c01143,Yang W,Wantai,Yang
10.1021/acs.biomac.3c01143,Wang K,Kanglei,Wang
10.1021/acs.biomac.3c01143,Zhao C,Changwen,Zhao
10.1021/acs.biomac.3c01143,Ma Y,Yuhong,Ma
10.1021/acs.biomac.3c01143,Yang W,Wantai,Yang
10.1021/acs.biomac.3c01143,Wang K,Kanglei,Wang
10.1021/acs.biomac.3c01143,Zhao C,Changwen,Zhao
10.1021/acs.biomac.3c01143,Ma Y,Yuhong,Ma
10.1021/acs.biomac.3c01143,Yang W,Wantai,Yang
10.1093/jxb/eraa560,Arai N,Naoki,Arai
10.1093/jxb/eraa560,Ohno Y,Yusuke,Ohno
10.1093/jxb/eraa560,Jumyo S,Shinya,Jumyo
10.1093/jxb/eraa560,Hamaji Y,Yusuke,Hamaji
10.1093/jxb/eraa560,Ohyama T,Takashi,Ohyama
10.1093/jxb/eraa560,Arai N,Naoki,Arai
10.1093/jxb/eraa560,Ohno Y,Yusuke,Ohno
10.1093/jxb/eraa560,Jumyo S,Shinya,Jumyo
10.1093/jxb/eraa560,Hamaji Y,Yusuke,Hamaji
10.1093/jxb/eraa560,Ohyama T,Takashi,Ohyama
10.1093/jxb/eraa560,Arai N,Naoki,Arai
10.1093/jxb/eraa560,Ohno Y,Yusuke,Ohno
10.1093/jxb/eraa560,Jumyo S,Shinya,Jumyo
10.1093/jxb/eraa560,Hamaji Y,Yusuke,Hamaji
10.1093/jxb/eraa560,Ohyama T,Takashi,Ohyama
10.1093/jxb/eraa560,Arai N,Naoki,Arai
10.1093/jxb/eraa560,Ohno Y,Yusuke,Ohno
10.1093/jxb/eraa560,Jumyo S,Shinya,Jumyo
10.1093/jxb/eraa560,Hamaji Y,Yusuke,Hamaji
10.1093/jxb/eraa560,Ohyama T,Takashi,Ohyama
10.1093/jxb/eraa560,Arai N,Naoki,Arai
10.1093/jxb/eraa560,Ohno Y,Yusuke,Ohno
10.1093/jxb/eraa560,Jumyo S,Shinya,Jumyo
10.1093/jxb/eraa560,Hamaji Y,Yusuke,Hamaji
10.1093/jxb/eraa560,Ohyama T,Takashi,Ohyama
10.1093/jas/skab190,Duarte ME,Marcos Elias,Duarte
10.1093/jas/skab190,Sparks C,Chris,Sparks
10.1093/jas/skab190,Kim SW,Sung Woo,Kim
10.1093/jas/skab190,Duarte ME,Marcos Elias,Duarte
10.1093/jas/skab190,Sparks C,Chris,Sparks
10.1093/jas/skab190,Kim SW,Sung Woo,Kim
10.1093/jas/skab190,Duarte ME,Marcos Elias,Duarte
10.1093/jas/skab190,Sparks C,Chris,Sparks
10.1093/jas/skab190,Kim SW,Sung Woo,Kim
10.1111/mpp.12431,Mestre P,Pere,Mestre
10.1111/mpp.12431,Arista G,Gautier,Arista
10.1111/mpp.12431,Piron M,Marie‐Christine,Piron
10.1111/mpp.12431,Rustenholz C,Camille,Rustenholz
10.1111/mpp.12431,Ritzenthaler C,Christophe,Ritzenthaler
10.1111/mpp.12431,Merdinoglu D,Didier,Merdinoglu
10.1111/mpp.12431,Chich J,Jean‐François,Chich
10.1111/mpp.12431,Mestre P,Pere,Mestre
10.1111/mpp.12431,Arista G,Gautier,Arista
10.1111/mpp.12431,Piron M,Marie‐Christine,Piron
10.1111/mpp.12431,Rustenholz C,Camille,Rustenholz
10.1111/mpp.12431,Ritzenthaler C,Christophe,Ritzenthaler
10.1111/mpp.12431,Merdinoglu D,Didier,Merdinoglu
10.1111/mpp.12431,Chich J,Jean‐François,Chich
10.1111/mpp.12431,Mestre P,Pere,Mestre
10.1111/mpp.12431,Arista G,Gautier,Arista
10.1111/mpp.12431,Piron M,Marie‐Christine,Piron
10.1111/mpp.12431,Rustenholz C,Camille,Rustenholz
10.1111/mpp.12431,Ritzenthaler C,Christophe,Ritzenthaler
10.1111/mpp.12431,Merdinoglu D,Didier,Merdinoglu
10.1111/mpp.12431,Chich J,Jean‐François,Chich
10.1111/mpp.12431,Mestre P,Pere,Mestre
10.1111/mpp.12431,Arista G,Gautier,Arista
10.1111/mpp.12431,Piron M,Marie‐Christine,Piron
10.1111/mpp.12431,Rustenholz C,Camille,Rustenholz
10.1111/mpp.12431,Ritzenthaler C,Christophe,Ritzenthaler
10.1111/mpp.12431,Merdinoglu D,Didier,Merdinoglu
10.1111/mpp.12431,Chich J,Jean‐François,Chich
10.1111/mpp.12431,Mestre P,Pere,Mestre
10.1111/mpp.12431,Arista G,Gautier,Arista
