affiliation,institute,address
"Jiangsu Key Laboratory of Molecular Biology for Skin Diseases and STIs, Nanjing, 210042, Jiangsu, China liumyco@hotmailcom",Jiangsu Key Laboratory of Molecular Biology for Skin Diseases and STIs,"5GW5+RC2, Yu Dai Lu, Jing Kou Qu, Zhen Jiang Shi, Jiang Su Sheng, China, 212003"
"Departamento de Fitopatologia, Universidade Federal de Lavras, 37200-900, Lavras, Minas Gerais, Brazil",Universidade Federal de Lavras,"Aquenta Sol, Lavras - MG, 37200-000, Brazil"
"Department of Plant Protection, College of Food and Agriculture Sciences, King Saud University, Riyadh, Saudi Arabia; Department of Plant Pathology, Throckmorton Plant Sciences Center, Kansas State University, 66506-5502, Manhattan, Kansas, USA",King Saud University,"JMMH+8P8, Amr Ibn Alaas St, Ulaishah, Riyadh 12743, Saudi Arabia"
"Departamento de Fitopatologia, Universidade Federal de Lavras, 37200-900, Lavras, Minas Gerais, Brazil; Centro de Ciências Agrárias, Universidade Federal Do Piauí, Teresina, 64049-550, Teresina, Piauí, Brazil",Universidade Federal de Lavras,"Trevo Rotatório Professor Edmir Sá Santos Universidade Federal de - Inácio Valentim, Lavras - MG, 37203-202, Brazil"
"Sererre Agriculture and Animal Production Research Institute, NARO, Soroti, Uganda",Sererre Agriculture and Animal Production Research Institute,"PJC7+5F5, Soroti, Uganda"
"USDA-APHIS-PPQ S&T, BARC-East, Bldg 580 Powder Mill Road, Laurel, MD, 20708, USA; Department of Plant Pathology, Throckmorton Plant Sciences Center, Kansas State University, 66506-5502, Manhattan, Kansas, USA",Kansas State University,"Manhattan, KS 66502, USA"
"Australian Institute of Botanical Science, Royal Botanic Gardens and Domain Trust, Mrs Macquaries Rd, Sydney, New South Wales, 2000, Australia",Australian Institute of Botanical Science,"Mrs Macquaries Rd, Sydney NSW 2000, Australia"
"Department of Plant Pathology, Throckmorton Plant Sciences Center, Kansas State University, 66506-5502, Manhattan, Kansas, USA Electronic address: jfl@ksuedu",Kansas State University,"Manhattan, KS 66502, USA"
"Department of Plant Pathology, University of Wisconsin-Madison, Madison, WI 53706",University of Wisconsin-Madison,"Russell Laboratories, 1630 Linden Dr Room 240, Madison, WI 53706, USA"
"Department of Plant Pathology and Environmental Microbiology, The Pennsylvania State University, University Park, PA 16802, USA",The Pennsylvania State University,"Buckhout Laboratory, State College, PA 16801, USA"
"Department Natural Resources and Science, Humboldt State University, Arcata, CA 95521, USA",Humboldt State University,"Science B, Laurel Dr, Arcata, CA 95521, USA"
"Plant Immunity Research Center, Seoul National University, Seoul 08826, Korea",Seoul National University,"1 Gwanak-ro, Gwanak-gu, Seoul, South Korea"
"Ants Laboratory, Department of Science and Technology, Quilmes National University , CONICET, Roque Saenz Peña 352, Bernal B1876BXD, Buenos Aires, Argentina",Quilmes National University ,"Roque Sáenz Peña 352, B1876 Bernal, Provincia de Buenos Aires, Argentina"
"Department of Plant and Environmental Science, University of Copenhagen, Frederiksberg Campus , Copenhagen, Denmark",University of Copenhagen,"Denmark Københavns Universitet, Frederiksberg Campus, Rolighedsvej 30, 1958 Frederiksberg, Denmark"
"Centro de Estudios Parasitológicos y de Vectores, CONICET-Universidad Nacional de La Plata , La Plata, Argentina",CONICET-Universidad Nacional de La Plata ,"Blvd. 120 1900, B1900 La Plata, Provincia de Buenos Aires, Argentina"
"Department of Specialty Medicine, Midwestern University College of Veterinary Medicine, Glendale, AZ, United States",Midwestern University College of Veterinary Medicine,"5715 W Utopia Rd, Glendale, AZ 85308, USA"
"Department of Veterinary Clinical Sciences, Veterinary Medical Center, Ohio State University, Columbus, OH, United States",Ohio State University,"Veterinary Hospital, 601 Vernon L Tharp St, Columbus, OH 43210, USA"
"Department of Veterinary Pathobiology, College of Veterinary Medicine & Biomedical Sciences, Texas A&M University, College Station, TX, United States",Texas A&M University,"Texas A&M University, Veterinary Medical Sciences Building, 400 Raymond Stotzer Pkwy #4467, College Station, TX 77843, USA"
"Department of Surgery, Animal Medical & Surgical Center, Scottsdale, AZ, United States",Unparsed,"17477 N 82nd St, Scottsdale, AZ 85255, USA"
"Department of Pathology and Population Medicine, Midwestern University College of Veterinary Medicine, Glendale, AZ, United States",Midwestern University College of Veterinary Medicine,"5725 W Utopia Rd, Glendale, AZ 85308, USA"
"Fungus Testing Laboratory, Department of Pathology and Laboratory Medicine, University of Texas Health Science Center, San Antonio, TX, United States",University of Texas Health Science Center,"7703 Floyd Curl Dr, San Antonio, TX 78229, USA"
"Department of Population Health and Pathobiology, College of Veterinary Medicine, North Carolina State University, Raleigh, NC, United States",North Carolina State University,"CVM Terry Center, 1052 William Moore Dr, Raleigh, NC 27606, USA"
"Department of Clinical Sciences, College of Veterinary Medicine, North Carolina State University, Raleigh, NC, United States",North Carolina State University,"1060 William Moore Dr, Raleigh, NC 27607, USA"
"Department of Biochemistry and Immunology, Ribeirao Preto Medical School, University of São Paulo, Ribeirao Preto, São Paulo, Brazil",University of São Paulo,"Av. Bandeirantes, 3900 - Vila Monte Alegre, Ribeirão Preto - SP, 14049-900, Brazil"
"Department of Genetics, Ribeirão Preto Medical School, University of São Paulo, Ribeirão Preto, São Paulo, Brazil",University of São Paulo,"Av. Bandeirantes, 3900 - Vila Monte Alegre, Ribeirão Preto - SP, 14049-900, Brazil"
"Gene Expression Regulation Laboratory, Carlos Chagas Institute, Fiocruz, Curitiba, PR, Brazil",Carlos Chagas Institute,"Rua Professor Algacyr Munhoz Mader, 3775 - Cidade Industrial de Curitiba, Curitiba - PR, 81310-020, Brazil"
"Department of Molecular Microbiology and Immunology, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, USA",Johns Hopkins Bloomberg School of Public Health,"615 N Wolfe St, Baltimore, MD 21205, USA"
"Instituto de Microbiologia Paulo de Góes, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil",Universidade Federal do Rio de Janeiro,"CENTRO DE CIÊNCIAS DA SAÚDE - BLOCO I - Cidade Universitária, Rio de Janeiro - RJ, 21941-902, Brazil"
"University of Maryland School of Medicine, Baltimore, MD",University of Maryland School of Medicine,"737 W Lombard St, Baltimore, MD 21201, USA"
"Department of Dermatology, UConn Health, Farmington, CT",Unparsed,"21 South Rd, Farmington, CT 06032, USA"
"Tideway Dermatology, Affiliate of Anne Arundel Dermatology, Bel Air, MD; and",Unparsed,"615 W MacPhail Rd, Bel Air, MD 21014, USA"
"Dermatopathology Department of Anne Arundel Dermatology, Glen Burnie, MD",Unparsed,"810 Landmark Dr, Glen Burnie, MD 21061, USA"
"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, Maryland, USA",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
"Laboratory of Clinical Immunology and Microbiology, National Institute of Allergy and Infectious Diseases (NIAID), NIH, Bethesda, Maryland, USA",National Institute of Allergy and Infectious Diseases (NIAID),"31 Center Dr # 7A03, Bethesda, MD 20892, USA"
"Marsico Lung Institute and Cystic Fibrosis Research Center, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA",University of North Carolina at Chapel Hill,"7009, Marsico Hall, 125 Mason Farm Rd, Chapel Hill, NC 27599, USA"
"Valley Fever Center for Excellence, University of Arizona College of Medicine-Tucson, Tucson, Arizona, USA",University of Arizona College of Medicine-Tucson,"1656 E Mabel St, Tucson, AZ 85724, USA"
"Department of Respiratory and Critical Care Medicine, Laboratory of Pulmonary Immunology and Inflammation, West China Hospital, Sichuan University, Chengdu, Sichuan Province, China",Sichuan University,"37 Guo Xue Xiang, Wu Hou Qu, Cheng Du Shi, Si Chuan Sheng, China, 610041"
"Advanced Biomedical Computational Science, Frederick National Laboratory for Cancer Research, Leidos Biomedical Research, Inc, Frederick, Maryland, USA",Frederick National Laboratory for Cancer Research,"5705 Industry Ln, Frederick, MD 21704, USA"
"Department of Internal Medicine, Division of Infectious Diseases, UC Davis Health, Sacramento, California, USA",Unparsed,"4150 V St, Sacramento, CA 95817, USA"
"Department of Immunobiology, University of Arizona, Tucson, Arizona, USA",University of Arizona,"1656 E Mabel St, Tucson, AZ 85721, USA"
"Department of Medicine, University of Arizona College of Medicine-Tucson, Tucson, Arizona, USA",University of Arizona College of Medicine-Tucson,"1501 N Campbell Ave, Tucson, AZ 85724, USA"
"The Center for Applied Genetics and Genomic Medicine, Department of Medicine, University of Arizona, Tucson, Arizona, USA",University of Arizona,"1657 E Helen St, Tucson, AZ 85721, USA"
"Neutrophil Monitoring Laboratory, Applied/Developmental Research Directorate, Leidos Biomedical Research, Inc, Frederick National Laboratory for Cancer Research, Frederick, Maryland, USA",Neutrophil Monitoring Laboratory,"221 S Figueroa St #510, Los Angeles, CA 90012, USA"
"Laboratory for Immunopharmacology of Microbial Products, School of Pharmacy, Tokyo University of Pharmacy and Life Sciences, Hachioji, Tokyo, Japan",Tokyo University of Pharmacy and Life Sciences,"1432-1 Horinouchi, Hachioji, Tokyo 192-0392, Japan"
"Immunology Service, Department of Laboratory Medicine, Clinical Center and",Department of Laboratory Medicine,"320 Superior Ave # 190, Newport Beach, CA 92663, USA"
"Laboratory of Chronic Airway Infection, Pulmonary Branch, National Heart, Lung, and Blood Institute, NIH, Bethesda, Maryland, USA",and Blood Institute,"University of California, Irvine, Student Center, 114 Pereira Dr, Irvine, CA 92617, USA"
"Division of Infectious Diseases, Departments of Pathology and Medicine, School of Medicine, University of California San Diego, La Jolla, California, USA",University of California San Diego,"4168 Front St, San Diego, CA 92103, USA"
"Department of Medical Microbiology and Immunology, University of California Davis, Davis, California, USA",University of California Davis,"Veterinary Medicine 3A, Davis, CA 95616, USA"
"Faculty of Medicine, University of Brasília-DF, Brasília, Federal District 70910-3300, Brazil",University of Brasília-DF,"Campus Universitário Darcy Ribeiro - UNB Área 1 - Asa Norte, Brasília - DF, 70910-900, Brazil"
"Robert Cedergren Centre for Bioinformatics and Génomiques, Département de Biochimie, Université de Montréal, Montréal, Quebec H3C 3J7, Canada",Université de Montréal,"2900 Bd Édouard-Montpetit, Montréal, QC H3T 1J4, Canada"
"Biology Department, University of North Carolina, Chapel Hill, NC 27599, USA",University of North Carolina,"Coker Hall, 120 South Rd, Chapel Hill, NC 27599, USA"
"Department of Microbiology and Plant Pathology, University of California, Riverside, CA 92521, USA",University of California,"Riverside, CA 92507, USA"
"Pathogen and Microbiome Institute, Northern Arizona University, Flagstaff, AZ 86011, USA",Northern Arizona University,"1395 Knoles Dr, Flagstaff, AZ 86011, USA"
"National Center for Agricultural Utilization Research, Agricultural Research Service, U S Department of Agriculture, 1815 North University Street, Peoria, IL, 61604, USA Electronic address: Stephenpeterson@arsusdagov",1815 North University Street,"1815 N University St, Peoria, IL 61604, USA"
"EMSL Analytical, Inc, 200 Route 130 North, Cinnaminson, NJ, 08077, USA",Unparsed,"200 US-130 North, Cinnaminson, NJ 08077, USA"
"Texas A&M University, College Station, TX",Texas A&M University,"125 Spence St, College Station, TX 77843, USA"
"University of Florida, Gainesville, FL",University of Florida,"Gainesville, FL 32601, USA"
"Cardiology, Cape Fear Valley Medical Center, Fayetteville, USA",Unparsed,"3634 Cape Center Dr, Fayetteville, NC 28304, USA"
"Internal Medicine, Cape Fear Valley Medical Center, Fayetteville, USA",Unparsed,"101 Robeson St STE 300, Fayetteville, NC 28301, USA"
"Department of Pathology, Brigham and Women's Hospital, Boston, MA, USA",Unparsed,"Dept. of Pathology, 75 Francis St, Boston, MA 02215, USA"
"Division of Infectious Diseases, Harbor-UCLA Medical Center, Torrance, CA, United States",Unparsed,"1000 W Carson St Suite Rb 3, Torrance, CA 90502, USA"
"Division of Pathology, Harbor-UCLA Medical Center, Torrance, CA, United States",Unparsed,"1000 W Carson St, Torrance, CA 90502, USA"
"White River Junction VA Medical Center, White River Junction, VT, United States",Unparsed,"163 Veterans Dr, White River Junction, VT 05009, USA"
"F Widjaja Inflammatory Bowel and Immunobiology Research Institute, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA; Division of Immunology, Department of Biomedical Sciences, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA",F. Widjaja Inflammatory Bowel and Immunobiology Research Institute,"8720 Beverly., Blvd., Beverly Building, Lower Level, Los Angeles, CA 90048, USA"
"Genomics Core, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA",Unparsed,"8723 Alden Dr, Los Angeles, CA 90048, USA"
"Department of Medicine, Weill Cornell Medical College, New York, NY 10065, USA",Weill Cornell Medical College,"1300 York Ave, New York, NY 10065, USA"
"F Widjaja Inflammatory Bowel and Immunobiology Research Institute, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA; Division of Pulmonary and Critical Care Medicine, Mayo Clinic, Rochester, MN 55905, USA",F. Widjaja Inflammatory Bowel and Immunobiology Research Institute,"8720 Beverly., Blvd., Beverly Building, Lower Level, Los Angeles, CA 90048, USA"
"Department of Plant Pathology and Microbiology, University of California, Riverside, Riverside, CA 92521, USA",University of California,"Riverside, CA 92507, USA"
"Department of Pathology and Laboratory Medicine, David Geffen School of Medicine, University of California, Los Angeles, Los Angeles, CA 90095, USA",University of California,"757 Westwood Plaza, Los Angeles, CA 90095, USA"
"F Widjaja Inflammatory Bowel and Immunobiology Research Institute, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA; Division of Immunology, Department of Biomedical Sciences, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA; Department of Pathology and Laboratory Medicine, David Geffen School of Medicine, University of California, Los Angeles, Los Angeles, CA 90095, USA Electronic address: davidunderhill@csmcedu",University of California,"401 E Peltason Dr Suite 1000, Irvine, CA 92697, USA"
"Northwestern University Feinberg School of Medicine, Chicago, IL, USA",Northwestern University Feinberg School of Medicine,"303 E Chicago Ave, Chicago, IL 60611, USA"
"Singapore Immunology Network, Agency for Science, Technology and Research, 8A Biomedical Grove, #03 Immunos, Singapore, 138648, Singapore",Unparsed,"8a Biomedical Grove, Singapore 138648"
"Icahn School of Medicine at Mount Sinai Medical Center, New York, NY, USA",Icahn School of Medicine at Mount Sinai Medical Center,"1 Gustave L. Levy Pl, New York, NY 10029, USA"
"Department of Biomedical Sciences and the Inflammatory Bowel and Immunobiology Research Institute, Cedars-Sinai Medical Center, Los Angeles, California, USA",Department of Biomedical Sciences and the Inflammatory Bowel and Immunobiology Research Institute,"8720 Beverly., Blvd., Beverly Building, Lower Level, Los Angeles, CA 90048, USA"
"Department of Dermatology, Northwestern University Feinberg School of Medicine, Chicago, IL, USA",Northwestern University Feinberg School of Medicine,"676 N St Clair St #1600, Chicago, IL 60611, USA"
"Department of Dermatology, The Laboratory of Inflammatory Skin Diseases, Icahn School of Medicine at Mount Sinai Medical Center, New York, NY, USA",The Laboratory of Inflammatory Skin Diseases,"1176 5th Ave, New York, NY 10029, USA"
"Department of Biomedical Engineering, University of Mississippi, University, Oxford, MS, USA",University of Mississippi,"University, MS 38677, USA"
"Department of Medical Social Sciences, Northwestern University Feinberg School of Medicine, Chicago, IL, USA",Northwestern University Feinberg School of Medicine,"633 N St Clair St, Chicago, IL 60611, USA"
"Departments of Dermatology, Genetics, and Pathology, Yale University School of Medicine, New Haven, CT, USA",Yale University School of Medicine,"333 Cedar St, New Haven, CT 06510, USA"
"Department of Dermatology, The Laboratory of Inflammatory Skin Diseases, Icahn School of Medicine at Mount Sinai Medical Center, New York, NY, USA emmaguttman@mountsinaiorg",The Laboratory of Inflammatory Skin Diseases,"5 E 98th St 5th Floor, New York, NY 10029, USA"
"Department of Dermatology, Northwestern University Feinberg School of Medicine, Chicago, IL, USA apaller@northwesternedu",Northwestern University Feinberg School of Medicine,"676 N St Clair St #1600, Chicago, IL 60611, USA"
"Yale School of Medicine, Department of Internal Medicine, Section of Infectious Disease, Yale AIDS Program, New Haven, CT, USA",Yale School of Medicine,"800 Howard Ave 4th floor, New Haven, CT 06519, USA"
"University of South Carolina School of Medicine Greenville, Prisma Health: Upstate Affiliate, Department of Infectious Disease, Greenville, SC, USA; Department of Medicine, University of South Carolina School of Medicine- Greenville, Greenville, SC, USA",University of South Carolina School of Medicine Greenville,"607 Grove Rd, Greenville, SC 29605, USA"
"University of South Carolina School of Medicine Greenville, Prisma Health: Upstate Affiliate, Department of Infectious Disease, Greenville, SC, USA",University of South Carolina School of Medicine Greenville,"890 W Faris Rd Suite 520, Greenville, SC 29605, USA"
"Penn State Milton S Hershey Medical Center, Department of Medicine, Division of Infectious Diseases, Hershey, PA, USA",Unparsed,"500 University Dr, Hummelstown, PA 17036, USA"
"Columbia University Mailman School of Public Health, Department of Biostatistics, New York, NY, USA",Columbia University Mailman School of Public Health,"722 W 168th St 6th Floor, New York, NY 10032, USA"
"College of Physicians and Surgeons of Columbia University, New York State Psychiatric Institute/Division on Substance Use Disorders, New York, NY, USA",College of Physicians and Surgeons of Columbia University,"1051 Riverside Dr, New York, NY 10032, USA"
"Department of Psychiatry and Behavioral Sciences, Medical University of South Carolina, Charleston, SC, USA",Medical University of South Carolina,"67 President St, Charleston, SC 29425, USA"
"Yale School of Medicine, Department of Internal Medicine, Section of Infectious Disease, Yale AIDS Program, New Haven, CT, USA Electronic address: Sandraspringer@yaleedu",Yale School of Medicine,"800 Howard Ave 4th floor, New Haven, CT 06519, USA"
"Division of Infectious Diseases, University of Washington, Seattle, Washington",University of Washington,"McMurray Medical Building, 1536 N 115th St Suite 340, Seattle, WA 98133, USA"
"Division of Infectious Diseases, Penn State Hershey Medical Center, Hershey, Pennsylvania",Unparsed,"500 University Dr, Hummelstown, PA 17036, USA"
"Center for Women's Infectious Disease Research (CWIDR), Washington University in St Louis, St Louis, Missouri 63110, USA",Washington University in St Louis,"4203 Forest Park Ave, St. Louis, MO 63108, USA"
"Structural Biology Brussels, Vrije Universiteit Brussel, Pleinlaan 2, 1050 Brussels, Belgium",Vrije Universiteit Brussel,"Bd de la Plaine 2, 1050 Ixelles, Belgium"
"Department of Medicine, Washington University in St Louis, St Louis, Missouri 63110, USA",Washington University in St Louis,"St. Louis, MO 63110, USA"
"The Broad Institute of MIT and Harvard, Cambridge, Massachusetts 02142, USA",The Broad Institute of MIT and Harvard,"Merkin Building, 415 Main St, Cambridge, MA 02142, USA"
"Department of Biochemistry and Molecular Biophysics, Washington University in St Louis, St Louis, Missouri 63110, USA",Washington University in St Louis,"660 S Euclid Ave, St. Louis, MO 63110, USA"
"Center for Gut Microbiome and Nutrition Research, Washington University in St Louis, St Louis, Missouri 63110, USA",Washington University in St Louis,"4203 Forest Park Ave, St. Louis, MO 63108, USA"
"Division of General Academic Pediatrics, Children's Hospital of Pittsburgh of UPMC, University of Pittsburgh School of Medicine, One Children's Hospital Drive, 4401 Penn Ave, Pittsburgh, PA, 15224, USA nadershaikh@chpedu",University of Pittsburgh School of Medicine,"3550 Terrace St, Pittsburgh, PA 15213, USA"
"Division of General Academic Pediatrics, Children's Hospital of Pittsburgh of UPMC, University of Pittsburgh School of Medicine, One Children's Hospital Drive, 4401 Penn Ave, Pittsburgh, PA, 15224, USA",University of Pittsburgh School of Medicine,"3550 Terrace St, Pittsburgh, PA 15213, USA"
"Division of Infectious Diseases, Department of Medicine, Mayo Clinic, Rochester, Minnesota, USA",Unparsed,"200 1st Ave SW, Rochester, MN 55902, USA"
"Department of Pathology, Duke University Health System, Durham, North Carolina, USA",Duke University Health System,"2100 Erwin Rd, Durham, NC 27705, USA"
"Keck School of Medicine, University of Southern California, Los Angeles, California, USA",University of Southern California,"1975 Zonal Ave, Los Angeles, CA 90033, USA"
"Department of Emergency Medicine, University of California-Davis Health, Sacramento, California, USA",University of California-Davis Health,"2245 45th St, Sacramento, CA 95817, USA"
"Division of Infectious Diseases, Department of Pathology and Internal Medicine, The University of Texas Southwestern Medical Center, Dallas, Texas, USA",The University of Texas Southwestern Medical Center,"2001 Inwood Rd 9th floor, Dallas, TX 75390, USA"
"Division of Infectious Diseases, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA",Johns Hopkins University School of Medicine,"200 N Wolfe St, Baltimore, MD 21287, USA"
"Division of Infectious Diseases, Division of Internal Medicine, Rush Medical College, Chicago, IL, USA",Rush Medical College,"600 S Paulina St #140, Chicago, IL 60612, USA"
"Division of Infectious Disease, Department of Medicine, University of California San Francisco, San Francisco, California, USA",University of California San Francisco,"400 Parnassus Ave Second Floor, San Francisco, CA 94143, USA"
"Infectious Diseases Section, VA Greater Los Angeles Healthcare System, and the Division of Infectious Diseases, Department of Medicine, the David Geffen School of Medicine at UCLA, Los Angeles, California, USA",the David Geffen School of Medicine at UCLA,"200 Medical Plaza Driveway Suite 365C, Los Angeles, CA 90024, USA"
"Center for Innovations in Quality, Effectiveness and Safety, Michael E DeBakey Veterans Affairs Medical Center and Department of Medicine, Baylor College of Medicine, Houston, Texas, USA",Baylor College of Medicine,"2450 Holcombe Blvd Suite 01Y, Houston, TX 77021, USA"
"Center for Innovation in Quality Effectiveness and Safety, Michael E DeBakay Veterans Affairs Medical Centetr; and and 15 Department of Family and Community Medicine, Baylor College of Medicine, Houston, Texas, USA",Baylor College of Medicine,"6655 Travis St #700, Houston, TX 77030, USA"
"Duke University Center for Applied Genomics and Precision Medicine, Durham, NC, USA; Durham Veterans Affairs Health Care System, Durham, North Carolina, USA",Duke University Center for Applied Genomics and Precision Medicine,"20 Duke Medicine Cir, Durham, NC 27710, USA"
"Department of Internal Medicine and Department of Pathology, University of Utah, Salt Lake City, Utah, USA",University of Utah,"15 N. Medical Drive East, Suite 1100, Salt Lake City, UT 84112, USA"
"Department of OB/GYN, Division of Female Pelvic Medicine and Reconstructive Surgery, Kaiser Permanente, San Diego, CA, USA",Unparsed,"4405 Vandever Ave, San Diego, CA 92120, USA"
"Institute for Global Health and Infectious Diseases, 2331University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",2331University of North Carolina at Chapel Hill,"2nd Floor, Bioinformatics Building, 130 Mason Farm Rd, Chapel Hill, NC 27514, USA"
"Department of Epidemiology, 2331University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",2331University of North Carolina at Chapel Hill,"McGavran-Greenberg Hall, Chapel Hill, NC 27516, USA"
"Department of Health Behavior, 2331University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",2331University of North Carolina at Chapel Hill,"Chapel Hill, NC 27516, USA"
"Division of Epidemiology, 51113College of Public Health, The Ohio State University, Columbus, OH, USA",The Ohio State University,"Columbus, OH 43210, USA"
"Center for Research and Training on HIV/AIDS, Hanoi Medical University, Hanoi, Vietnam",Hanoi Medical University,"1 Đ. Châu Văn Liêm, Mễ Trì, Từ Liêm, Hà Nội, Vietnam"
"Department of Psychology, Penn State York, York, PA, USA",Unparsed,"1031 Edgecomb Ave, York, PA 17403, USA"
"Department of Psychology, University of Oklahoma, Norman, OK, USA",University of Oklahoma,"2775 Monitor Ave, Norman, OK 73072, USA"
"College of Nursing, University of New Mexico, Albuquerque, NM, USA",University of New Mexico,"2502 Marble Ave, Albuquerque, NM 87131, USA"
"Department of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA",Department of Pathology and Laboratory Medicine,"327 E 64th St, New York, NY 10065, USA"
"Department of Pathology and Laboratory Medicine, School of Medicine, Emory University, Atlanta, GA, USA",Emory University,"1364 Clifton Rd, Atlanta, GA 30322, USA"
"Department of Pathobiology and Laboratory Medicine, University of Toronto, Toronto, ON, Canada",University of Toronto,"Simcoe Hall, 1 King's College Cir, Toronto, ON M5S 1A8, Canada"
"Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA",Unparsed,"1275 York Ave, New York, NY 10065, USA"
"Faculty of Medicine, University of British Columbia, 317 - 2194 Health Sciences Mall, Vancouver, BC, Canada",University of British Columbia,"317 - 2194 Health Sciences Mall, Vancouver, BC V6T 1Z3, Canada"
"Department of Medicine, University of California San Diego School of Medicine, La Jolla, CA, USA",University of California San Diego School of Medicine,"9500 Gilman Dr, La Jolla, CA 92093, USA"
"Faculty of Health Sciences, Simon Fraser University, Burnaby, BC, Canada",Simon Fraser University,"Department of Biomedical Physiology and Kinesiology, 8888 University Dr E K9625, Burnaby, BC V5A 1S6, Canada"
"Department of Obstetrics and Gynecology, University of Michigan, Ann Arbor, Michigan Electronic address: sgbell@medumichedu",University of Michigan,"500 S State St, Ann Arbor, MI 48109, USA"
"University of Michigan Medical School, Ann Arbor, Michigan",University of Michigan Medical School,"1301 Catherine St, Ann Arbor, MI 48109, USA"
"Department of Obstetrics and Gynecology, University of Michigan, Ann Arbor, Michigan",University of Michigan,"4260 Plymouth Rd, Ann Arbor, MI 48109, USA"
"Department of Family Medicine, University of Michigan, Ann Arbor, Michigan",University of Michigan,"1018 Fuller St, Ann Arbor, MI 48104, USA"
"Department of Pathology, University of Michigan, Ann Arbor, Michigan",University of Michigan,"NC100 Parking Structure, 2800 Plymouth Rd Building 30, Ann Arbor, MI 48109, USA"
From the Johns Hopkins Center for American Indian Health,Unparsed,"1915 South St, Duluth, MN 55812, USA"
"Johns Hopkins School of Medicine, Johns Hopkins University, Baltimore, MD",Johns Hopkins University,"Church Professional Office Building, 98 N Broadway #300, Baltimore, MD 21231, USA"
"White Mountain Apache Tribe, Whiteriver, AZ",Unparsed,"201 E Walnut St, Whiteriver, AZ 85941, USA"
"Department of Biological Sciences, Vanderbilt University, 465 21st Avenue South, Nashville, TN 37235, USA",Vanderbilt University,"465 21st Ave S, Nashville, TN 37232, USA"
"Department of Biomedical Informatics, Vanderbilt University School of Medicine, 1211 Medical Center Drive, Nashville, TN 37232, USA; Gladstone Institute of Data Science and Biotechnology, San Francisco, CA 94158, USA",Vanderbilt University School of Medicine,"1161 21st Ave S # D3300, Nashville, TN 37232, USA"
"Departamento de Bioquímica e Imunologia, Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo (FMRP-USP), Avenida Bandeirantes 3900, Vila Monte Alegre, 14049-900 Ribeirão Preto, São Paulo, Brazil; Faculdade de Ciências Farmacêuticas de Ribeirão Preto, Departamento de Ciências Farmacêuticas, Universidade de São Paulo, Avenida do Café S/N, Ribeirão Preto 14040-903, Brazil",Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo (FMRP-USP),"Av. Bandeirantes, 3900 - Vila Monte Alegre, Ribeirão Preto - SP, 14049-900, Brazil"
"Faculdade de Ciências Farmacêuticas de Ribeirão Preto, Departamento de Ciências Farmacêuticas, Universidade de São Paulo, Avenida do Café S/N, Ribeirão Preto 14040-903, Brazil",Universidade de São Paulo,"R. da Reitoria, 374 - Butantã, São Paulo - SP, 05508-220, Brazil"
"Departamento de Bioquímica e Imunologia, Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo (FMRP-USP), Avenida Bandeirantes 3900, Vila Monte Alegre, 14049-900 Ribeirão Preto, São Paulo, Brazil",Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo (FMRP-USP),"Av. Bandeirantes, 3900 - Vila Monte Alegre, Ribeirão Preto - SP, 14049-900, Brazil"
"Life and Health Sciences Research Institute (ICVS), School of Medicine, University of Minho, 4715-495 Braga, Portugal; ICVS/3B's-PT Government Associate Laboratory, 4715-495 Braga, Portugal",University of Minho,"Variante de Gualtar, 4710-057 Braga, Portugal"
"Department of Chemistry and Biochemistry, University of North Carolina at Greensboro, 1400 Spring Garden Street, Greensboro, NC 27412, USA",University of North Carolina at Greensboro,"301 McIver St, Greensboro, NC 27412, USA"
"Department of Microbiology, Immunology and Transplantation, Katholieke Universiteit Leuven, 3000 Leuven, Belgium; Department of Laboratory Medicine and National Reference Centre for Mycosis, University Hospitals Leuven, 3000 Leuven, Belgium",Katholieke Universiteit Leuven,"Oude Markt 13, 3000 Leuven, Belgium"
