doi,author_name,given_name,family_name,keyword,pubmed_id,affiliation,institute,address
10.1002/yea.3514,Akman S,Süleyman,Akman,Lyticase,33464648,"Department of Chemistry, Faculty of Science and Letters, Istanbul Technical University, Istanbul, Turkey.",Istanbul Technical University,"Maslak, 34469 Sarıyer/İstanbul, Türkiye"
10.1002/yea.3514,Çakar ZP,Zeynep Petek,Çakar,Lyticase,33464648,"Dr. Orhan Öcalgiray Molecular Biology, Biotechnology and Genetics Research Center (ITU-MOBGAM), Istanbul Technical University, Istanbul, Turkey.",Istanbul Technical University,"Maslak, İstanbul Teknik Üniversitesi, 34469 Sarıyer/İstanbul, Türkiye"
10.1021/acsnano.1c03896,Jiao C,Chong,Jiao,Lyticase,34591443,"Beijing Laboratory of Biomedical Materials, Beijing University of Chemical Technology, Beijing, 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
10.1021/acsnano.1c03896,Zhao C,Changwen,Zhao,Lyticase,34591443,"Key Laboratory of Biomedical Materials of Natural Macromolecules, Ministry of Education Beijing, Beijing University of Chemical Technology, Beijing, 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
10.1021/acsnano.1c03896,Ma Y,Yuhong,Ma,Lyticase,34591443,"Key Laboratory of Carbon Fiber and Functional Polymers Ministry of Education, Beijing University of Chemical Technology, Beijing, 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
10.1021/acsnano.1c03896,Yang W,Wantai,Yang,Lyticase,34591443,"Key Laboratory of Carbon Fiber and Functional Polymers Ministry of Education, Beijing University of Chemical Technology, Beijing, 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
10.1002/adma.202206437,He J,Jian,He,Lyticase,36177690,"Institute of Translational Medicine, Zhejiang University, Hangzhou, 310009, China.",Zhejiang University,"866 Yu Hang Tang Lu, Xi Hu Qu, Hang Zhou Shi, Zhe Jiang Sheng, China, 310030"
10.1002/adma.202206437,Ye Y,Yang,Ye,Lyticase,36177690,"Zhejiang Provincial Key Lab of Ophthalmology, Zhejiang University, Hangzhou, 310009, China.",Zhejiang University,"866 Yu Hang Tang Lu, Xi Hu Qu, Hang Zhou Shi, Zhe Jiang Sheng, China, 310027"
10.1002/adma.202206437,Zhang D,Dongxiao,Zhang,Lyticase,36177690,"Institute of Translational Medicine, Zhejiang University, Hangzhou, 310009, China.",Zhejiang University,"866 Yu Hang Tang Lu, Xi Hu Qu, Hang Zhou Shi, Zhe Jiang Sheng, China, 310030"
10.1002/adma.202206437,Yao K,Ke,Yao,Lyticase,36177690,"Zhejiang Provincial Key Lab of Ophthalmology, Zhejiang University, Hangzhou, 310009, China.",Zhejiang University,"866 Yu Hang Tang Lu, Xi Hu Qu, Hang Zhou Shi, Zhe Jiang Sheng, China, 310027"
10.1002/adma.202206437,Zhou M,Min,Zhou,Lyticase,36177690,"Research Center for Life Science and Human Health, Binjiang Institute of Zhejiang University, Hangzhou, 310053, China.",Binjiang Institute of Zhejiang University,"54HX+3W2, Dong Xin Da Dao, Bin Jiang Qu, Hang Zhou Shi, Zhe Jiang Sheng, China, 310053"
10.1021/acs.biomac.3c01143,Wang K,Kanglei,Wang,Lyticase,37967289,"Beijing Laboratory of Biomedical Materials, Beijing University of Chemical Technology, Beijing 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
10.1021/acs.biomac.3c01143,Zhao C,Changwen,Zhao,Lyticase,37967289,"Key Laboratory of Biomedical Materials of Natural Macromolecules, Ministry of Education Beijing, Beijing University of Chemical Technology, Beijing 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
10.1021/acs.biomac.3c01143,Ma Y,Yuhong,Ma,Lyticase,37967289,"Key Laboratory of Carbon Fiber and Functional Polymers Ministry of Education, Beijing University of Chemical Technology, Beijing 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
10.1021/acs.biomac.3c01143,Yang W,Wantai,Yang,Lyticase,37967289,"Key Laboratory of Carbon Fiber and Functional Polymers Ministry of Education, Beijing University of Chemical Technology, Beijing 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
10.1093/jxb/eraa560,Arai N,Naoki,Arai,Glucanase,33247920,"Major in Integrative Bioscience and Biomedical Engineering, Graduate School of Science and Engineering, Waseda University, Shinjuku-ku, Tokyo, Japan.",Waseda University,"3-chōme-4-4-1 Ōkubo, Shinjuku City, Tokyo 169-8555, Japan"
10.1093/jxb/eraa560,Ohno Y,Yusuke,Ohno,Glucanase,33247920,"Major in Integrative Bioscience and Biomedical Engineering, Graduate School of Science and Engineering, Waseda University, Shinjuku-ku, Tokyo, Japan.",Waseda University,"3-chōme-4-4-1 Ōkubo, Shinjuku City, Tokyo 169-8555, Japan"
10.1093/jxb/eraa560,Jumyo S,Shinya,Jumyo,Glucanase,33247920,"Major in Integrative Bioscience and Biomedical Engineering, Graduate School of Science and Engineering, Waseda University, Shinjuku-ku, Tokyo, Japan.",Waseda University,"3-chōme-4-4-1 Ōkubo, Shinjuku City, Tokyo 169-8555, Japan"
10.1093/jxb/eraa560,Hamaji Y,Yusuke,Hamaji,Glucanase,33247920,"Department of Biology, Faculty of Education and Integrated Arts and Sciences, Waseda University, Shinjuku-ku, Tokyo, Japan.",Waseda University,"3-chōme-4-1 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
10.1093/jxb/eraa560,Ohyama T,Takashi,Ohyama,Glucanase,33247920,"Department of Biology, Faculty of Education and Integrated Arts and Sciences, Waseda University, Shinjuku-ku, Tokyo, Japan.",Waseda University,"3-chōme-4-1 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
10.1093/jas/skab190,Duarte ME,Marcos Elias,Duarte,Glucanase,34125212,"Department of Animal Science, North Carolina State University, Raleigh, NC 27695, USA.",North Carolina State University,"Polk Hall, 120 W Broughton Dr, Raleigh, NC 27607, USA"
10.1093/jas/skab190,Sparks C,Chris,Sparks,Glucanase,34125212,"Huvepharma, Inc., Peachtree City, GA, 30269, USA.",Unparsed,"525 Westpark Dr, Peachtree City, GA 30269, USA"
10.1093/jas/skab190,Kim SW,Sung Woo,Kim,Glucanase,34125212,"Department of Animal Science, North Carolina State University, Raleigh, NC 27695, USA.",North Carolina State University,"Polk Hall, 120 W Broughton Dr, Raleigh, NC 27607, USA"
10.1111/mpp.12431,Mestre P,Pere,Mestre,Glucanase,27216084,"SVQV, INRA, Université de Strasbourg, Colmar, F-68000, France.",Université de Strasbourg,"4 Rue Blaise Pascal, 67081 Strasbourg, France"
10.1111/mpp.12431,Arista G,Gautier,Arista,Glucanase,27216084,"SVQV, INRA, Université de Strasbourg, Colmar, F-68000, France.",Université de Strasbourg,"4 Rue Blaise Pascal, 67081 Strasbourg, France"
10.1111/mpp.12431,Piron M,Marie‐Christine,Piron,,,,,
10.1111/mpp.12431,Rustenholz C,Camille,Rustenholz,Glucanase,27216084,"SVQV, INRA, Université de Strasbourg, Colmar, F-68000, France.",Université de Strasbourg,"4 Rue Blaise Pascal, 67081 Strasbourg, France"
10.1111/mpp.12431,Ritzenthaler C,Christophe,Ritzenthaler,Glucanase,27216084,"Institut de Biologie Moléculaire des Plantes du CNRS, Université de Strasbourg, 12 rue du Général Zimmer, Strasbourg, 67084, France.",Université de Strasbourg,"4 Rue Blaise Pascal, 67081 Strasbourg, France"
10.1111/mpp.12431,Merdinoglu D,Didier,Merdinoglu,Glucanase,27216084,"SVQV, INRA, Université de Strasbourg, Colmar, F-68000, France.",Université de Strasbourg,"4 Rue Blaise Pascal, 67081 Strasbourg, France"
10.1111/mpp.12431,Chich J,Jean‐François,Chich,,,,,
10.1128/aem.01274-22,Laemthong T,Tunyaboon,Laemthong,,,,,
10.1128/aem.01274-22,Bing RG,Ryan G.,Bing,,,,,
10.1128/aem.01274-22,Crosby JR,James R.,Crosby,,,,,
10.1128/aem.01274-22,Adams MWW,Michael W. W.,Adams,Glucanase,36169328,"Department of Biochemistry and Molecular Biology, University of Georgia, Athens, Georgia, USA.",University of Georgia,"Life Sciences Bldg, B122, Athens, GA 30602, USA"
10.1128/aem.01274-22,Kelly RM,Robert M.,Kelly,,,,,
10.1016/j.psj.2023.102768,Anderson AG,A.G.,Anderson,Glucanase,37236039,"Department of Animal Sciences, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA.",University of Illinois at Urbana-Champaign,"1207 W Gregory Dr, Urbana, IL 61801, USA"
10.1016/j.psj.2023.102768,Bedford MR,M.R.,Bedford,Glucanase,37236039,"AB Vista, Marlborough, United Kingdom.",Unparsed,"Woodstock Ct, Marlborough SN8 4AN, UK"
10.1016/j.psj.2023.102768,Parsons CM,C.M.,Parsons,Glucanase,37236039,"Department of Animal Sciences, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA. Electronic address: poultry@illinois.edu.",University of Illinois at Urbana-Champaign,"Champaign, IL, USA"
10.1007/s00253-023-12416-4,Hamouda HI,Hamed I.,Hamouda,Glucanase,36800030,"Processes Design and Development Department, Egyptian Petroleum Research Institute, Nasr City, Cairo, 11727, Egypt.",Egyptian Petroleum Research Institute,"1 Ahmed El-Zomor, Al Manteqah Ath Thamenah, Nasr City, Cairo Governorate 4441312, Egypt"
10.1007/s00253-023-12416-4,Fan Y,Yi-Xuan,Fan,,,,,
10.1007/s00253-023-12416-4,Abdalla M,Mohnad,Abdalla,Glucanase,36800030,"Qingdao C1 Refinery Engineering Research Center, Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences, Qingdao, 266101, China.",Qingdao Institute of Bioenergy and Bioprocess Technology,"5F4P+4V9, Xin Yuan Lu, Lao Shan Qu, Qing Dao Shi, Shan Dong Sheng, China, 266104"
10.1007/s00253-023-12416-4,Su H,Hang,Su,Glucanase,36800030,"Qingdao C1 Refinery Engineering Research Center, Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences, Qingdao, 266101, China.",Qingdao Institute of Bioenergy and Bioprocess Technology,"5F4P+4V9, Xin Yuan Lu, Lao Shan Qu, Qing Dao Shi, Shan Dong Sheng, China, 266104"
10.1007/s00253-023-12416-4,Lu M,Ming,Lu,Glucanase,36800030,"Shandong Energy Institute, Qingdao, 266101, China. lvming@qibebt.ac.cn.",Shandong Energy Institute,"China, Wei Fang Shi, Wei Cheng Qu, CN 山东省 潍坊市 潍城区 60 米 邮政编码: 261021"
10.1007/s00253-023-12416-4,Li F,Fu-Li,Li,,,,,
10.1007/s11274-023-03550-2,Jin X,Xinyi,Jin,Glucanase,36847914,"Institute of Dairy Science, College of Animal Sciences, Zhejiang University, Hangzhou, 310058, China.",Zhejiang University,"866 Yu Hang Tang Lu, Xi Hu Qu, Hang Zhou Shi, Zhe Jiang Sheng, China, 310027"
10.1007/s11274-023-03550-2,Wang J,Jia-Kun,Wang,,,,,
10.1007/s11274-023-03550-2,Wang Q,Qian,Wang,Glucanase,36847914,"Institute of Dairy Science, College of Animal Sciences, Zhejiang University, Hangzhou, 310058, China. Emirate14@zju.edu.cn.",Zhejiang University,"866 Yu Hang Tang Lu, Xi Hu Qu, Hang Zhou Shi, Zhe Jiang Sheng, China, 310027"
10.1186/s13068-023-02332-0,Qin X,Xing,Qin,Glucanase,37221623,"State Key Laboratory of Animal Nutrition, Institute of Animal Science, Chinese Academy of Agricultural Sciences, Beijing, China.",Institute of Animal Science,"China, Bei Jing Shi, Chao Yang Qu, Pan Jia Yuan Dong Lu, 潘家园南里5号 邮政编码: 100164"
10.1186/s13068-023-02332-0,Yang K,Kun,Yang,Glucanase,37221623,"State Key Laboratory of Animal Nutrition, Institute of Animal Science, Chinese Academy of Agricultural Sciences, Beijing, China.",Institute of Animal Science,"China, Bei Jing Shi, Chao Yang Qu, Pan Jia Yuan Dong Lu, 潘家园南里5号 邮政编码: 100164"
10.1186/s13068-023-02332-0,Zou J,Jiahuan,Zou,Glucanase,37221623,"State Key Laboratory of Animal Nutrition, Institute of Animal Science, Chinese Academy of Agricultural Sciences, Beijing, China.",Institute of Animal Science,"China, Bei Jing Shi, Chao Yang Qu, Pan Jia Yuan Dong Lu, 潘家园南里5号 邮政编码: 100164"
10.1186/s13068-023-02332-0,Wang X,Xiaolu,Wang,Glucanase,37221623,"State Key Laboratory of Animal Nutrition, Institute of Animal Science, Chinese Academy of Agricultural Sciences, Beijing, China.",Institute of Animal Science,"China, Bei Jing Shi, Chao Yang Qu, Pan Jia Yuan Dong Lu, 潘家园南里5号 邮政编码: 100164"
10.1186/s13068-023-02332-0,Tu T,Tao,Tu,Glucanase,37221623,"State Key Laboratory of Animal Nutrition, Institute of Animal Science, Chinese Academy of Agricultural Sciences, Beijing, China.",Institute of Animal Science,"China, Bei Jing Shi, Chao Yang Qu, Pan Jia Yuan Dong Lu, 潘家园南里5号 邮政编码: 100164"
10.1186/s13068-023-02332-0,Wang Y,Yuan,Wang,Glucanase,37221623,"State Key Laboratory of Animal Nutrition, Institute of Animal Science, Chinese Academy of Agricultural Sciences, Beijing, China.",Institute of Animal Science,"China, Bei Jing Shi, Chao Yang Qu, Pan Jia Yuan Dong Lu, 潘家园南里5号 邮政编码: 100164"
10.1186/s13068-023-02332-0,Su X,Xiaoyun,Su,Glucanase,37221623,"State Key Laboratory of Animal Nutrition, Institute of Animal Science, Chinese Academy of Agricultural Sciences, Beijing, China.",Institute of Animal Science,"China, Bei Jing Shi, Chao Yang Qu, Pan Jia Yuan Dong Lu, 潘家园南里5号 邮政编码: 100164"
10.1186/s13068-023-02332-0,Yao B,Bin,Yao,Glucanase,37221623,"State Key Laboratory of Animal Nutrition, Institute of Animal Science, Chinese Academy of Agricultural Sciences, Beijing, China.",Institute of Animal Science,"China, Bei Jing Shi, Chao Yang Qu, Pan Jia Yuan Dong Lu, 潘家园南里5号 邮政编码: 100164"
10.1186/s13068-023-02332-0,Huang H,Huoqing,Huang,Glucanase,37221623,"State Key Laboratory of Animal Nutrition, Institute of Animal Science, Chinese Academy of Agricultural Sciences, Beijing, China. huanghuoqing@caas.cn.",Institute of Animal Science,"52 San Li He Lu, Xi Cheng Qu, Bei Jing Shi, China, 100045"
10.1186/s13068-023-02332-0,Luo H,Huiying,Luo,Glucanase,37221623,"State Key Laboratory of Animal Nutrition, Institute of Animal Science, Chinese Academy of Agricultural Sciences, Beijing, China. luohuiying@caas.cn.",Institute of Animal Science,"52 San Li He Lu, Xi Cheng Qu, Bei Jing Shi, China, 100045"
10.1038/s41467-023-41175-z,Liu H,Hang,Liu,Glucanase,37679340,"Ministry of Agriculture and Rural Affairs Key Laboratory for Crop Pest Monitoring and Green Control, China Agricultural University, Beijing, 100193, China.",China Agricultural University,"China, Bei Jing Shi, Hai Dian Qu, 清华东路17号 邮政编码: 100107"
10.1038/s41467-023-41175-z,Lu X,Xunli,Lu,Glucanase,37679340,"Ministry of Agriculture and Rural Affairs Key Laboratory for Crop Pest Monitoring and Green Control, China Agricultural University, Beijing, 100193, China.",China Agricultural University,"China, Bei Jing Shi, Hai Dian Qu, 清华东路17号 邮政编码: 100107"
10.1038/s41467-023-41175-z,Li M,Mengfei,Li,Glucanase,37679340,"Ministry of Agriculture and Rural Affairs Key Laboratory for Crop Pest Monitoring and Green Control, China Agricultural University, Beijing, 100193, China.",China Agricultural University,"China, Bei Jing Shi, Hai Dian Qu, 清华东路17号 邮政编码: 100107"
10.1038/s41467-023-41175-z,Lun Z,Zhiqin,Lun,Glucanase,37679340,"Ministry of Agriculture and Rural Affairs Key Laboratory for Crop Pest Monitoring and Green Control, China Agricultural University, Beijing, 100193, China.",China Agricultural University,"China, Bei Jing Shi, Hai Dian Qu, 清华东路17号 邮政编码: 100107"
10.1038/s41467-023-41175-z,Yan X,Xia,Yan,Glucanase,37679340,"The Sainsbury Laboratory, University of East Anglia, Norwich Research Park, Norwich, NR4 7UH, UK.",University of East Anglia,"Research Park, Norwich NR4 7TJ, UK"
10.1038/s41467-023-41175-z,Yin C,Changfa,Yin,Glucanase,37679340,"Ministry of Agriculture and Rural Affairs Key Laboratory for Crop Pest Monitoring and Green Control, China Agricultural University, Beijing, 100193, China.",China Agricultural University,"China, Bei Jing Shi, Hai Dian Qu, 清华东路17号 邮政编码: 100107"
10.1038/s41467-023-41175-z,Yuan G,Guixin,Yuan,Glucanase,37679340,"Ministry of Agriculture and Rural Affairs Key Laboratory for Crop Pest Monitoring and Green Control, China Agricultural University, Beijing, 100193, China.",China Agricultural University,"China, Bei Jing Shi, Hai Dian Qu, 清华东路17号 邮政编码: 100107"
10.1038/s41467-023-41175-z,Wang X,Xingbin,Wang,Glucanase,37679340,"Ministry of Agriculture and Rural Affairs Key Laboratory for Crop Pest Monitoring and Green Control, China Agricultural University, Beijing, 100193, China.",China Agricultural University,"China, Bei Jing Shi, Hai Dian Qu, 清华东路17号 邮政编码: 100107"
10.1038/s41467-023-41175-z,Liu N,Ning,Liu,Glucanase,37679340,"Ministry of Agriculture and Rural Affairs Key Laboratory for Crop Pest Monitoring and Green Control, China Agricultural University, Beijing, 100193, China.",China Agricultural University,"China, Bei Jing Shi, Hai Dian Qu, 清华东路17号 邮政编码: 100107"
10.1038/s41467-023-41175-z,Liu D,Di,Liu,Glucanase,37679340,"Ministry of Agriculture and Rural Affairs Key Laboratory for Crop Pest Monitoring and Green Control, China Agricultural University, Beijing, 100193, China.",China Agricultural University,"China, Bei Jing Shi, Hai Dian Qu, 清华东路17号 邮政编码: 100107"
10.1038/s41467-023-41175-z,Wu M,Mian,Wu,Glucanase,37679340,"Ministry of Agriculture and Rural Affairs Key Laboratory for Crop Pest Monitoring and Green Control, China Agricultural University, Beijing, 100193, China.",China Agricultural University,"China, Bei Jing Shi, Hai Dian Qu, 清华东路17号 邮政编码: 100107"
10.1038/s41467-023-41175-z,Luo Z,Ziluolong,Luo,Glucanase,37679340,"Ministry of Agriculture and Rural Affairs Key Laboratory for Crop Pest Monitoring and Green Control, China Agricultural University, Beijing, 100193, China.",China Agricultural University,"China, Bei Jing Shi, Hai Dian Qu, 清华东路17号 邮政编码: 100107"
10.1038/s41467-023-41175-z,Zhang Y,Yan,Zhang,Glucanase,37679340,"Ministry of Agriculture and Rural Affairs Key Laboratory for Crop Pest Monitoring and Green Control, China Agricultural University, Beijing, 100193, China.",China Agricultural University,"China, Bei Jing Shi, Hai Dian Qu, 清华东路17号 邮政编码: 100107"
10.1038/s41467-023-41175-z,Bhadauria V,Vijai,Bhadauria,Glucanase,37679340,"Ministry of Agriculture and Rural Affairs Key Laboratory for Crop Pest Monitoring and Green Control, China Agricultural University, Beijing, 100193, China.",China Agricultural University,"China, Bei Jing Shi, Hai Dian Qu, 清华东路17号 邮政编码: 100107"
10.1038/s41467-023-41175-z,Yang J,Jun,Yang,Glucanase,37679340,"Ministry of Agriculture and Rural Affairs Key Laboratory for Crop Pest Monitoring and Green Control, China Agricultural University, Beijing, 100193, China.",China Agricultural University,"China, Bei Jing Shi, Hai Dian Qu, 清华东路17号 邮政编码: 100107"
10.1038/s41467-023-41175-z,Talbot NJ,Nicholas J.,Talbot,Glucanase,37679340,"The Sainsbury Laboratory, University of East Anglia, Norwich Research Park, Norwich, NR4 7UH, UK.",University of East Anglia,"Research Park, Norwich NR4 7TJ, UK"
10.1038/s41467-023-41175-z,Peng Y,You-Liang,Peng,,,,,
10.1371/journal.ppat.1011578,Wang H,Huifang,Wang,Glucanase,37556475,"Key Laboratory of Entomology and Pest Control Engineering, Academy of Agricultural Sciences, Southwest University, Chongqing, People's Republic of China.",Southwest University,"China, Chong Qing Shi, Sha Ping Ba Qu, Song Lin Lu, 沙坪坝正街174号 邮政编码: 400044"
10.1371/journal.ppat.1011578,Lu Z,Zhuoyue,Lu,Glucanase,37556475,"Key Laboratory of Entomology and Pest Control Engineering, Academy of Agricultural Sciences, Southwest University, Chongqing, People's Republic of China.",Southwest University,"China, Chong Qing Shi, Sha Ping Ba Qu, Song Lin Lu, 沙坪坝正街174号 邮政编码: 400044"
