,name,affiliations,email,website,interests,thumbnail
31,Cao Yu,Hubei University,Verified email at hubu.edu.cn,,"[{'title': 'nanomedicine', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:nanomedicine', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ananomedicine'}, {'title': 'drug delivery', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:drug_delivery', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adrug_delivery'}, {'title': 'nanoprobes', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:nanoprobes', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ananoprobes'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QekKUnkAAAAJ&citpid=4
32,Bo Tian,Central South University,Verified email at csu.edu.cn,http://faculty.csu.edu.cn/tianbo/en/index.htm,"[{'title': 'Magnetic biosensors', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:magnetic_biosensors', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amagnetic_biosensors'}, {'title': 'Optomagnetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:optomagnetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aoptomagnetics'}, {'title': 'Molecular diagnostics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_diagnostics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_diagnostics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9FQX3RkAAAAJ&citpid=9
33,Zhen Qiu,KTH Royal Institute of Technology,Verified email at kth.se,,"[{'title': 'Green hydrogen production', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:green_hydrogen_production', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agreen_hydrogen_production'}, {'title': 'Nanostructured materials', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:nanostructured_materials', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ananostructured_materials'}, {'title': 'Energy conversion and storage', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:energy_conversion_and_storage', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aenergy_conversion_and_storage'}, {'title': 'In-situ characterizations', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:in_situ_characterizations', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ain_situ_characterizations'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PqPP9SwAAAAJ&citpid=5
34,Zhen Qiu,KTH Royal Institute of Technology,Verified email at kth.se,,"[{'title': 'Green hydrogen production', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:green_hydrogen_production', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agreen_hydrogen_production'}, {'title': 'Nanostructured materials', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:nanostructured_materials', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ananostructured_materials'}, {'title': 'Energy conversion and storage', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:energy_conversion_and_storage', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aenergy_conversion_and_storage'}, {'title': 'In-situ characterizations', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:in_situ_characterizations', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ain_situ_characterizations'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PqPP9SwAAAAJ&citpid=5
35,Ganesh Nawale,Uppsala University,Verified email at kemi.uu.se,,"[{'title': 'Nucleic Acid Chemistry', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:nucleic_acid_chemistry', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Anucleic_acid_chemistry'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tL1llaYAAAAJ&citpid=5
36,Oommen Varghese,Uppsala University,Verified email at kemi.uu.se,https://kemi.uu.se/angstrom/research/macromolecular-chemistry/research-groups/varghese-group,"[{'title': 'Hydrogels', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:hydrogels', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ahydrogels'}, {'title': 'Regenerative medicine', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:regenerative_medicine', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aregenerative_medicine'}, {'title': 'Gene silencing', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:gene_silencing', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agene_silencing'}, {'title': 'Drug delivery', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:drug_delivery', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adrug_delivery'}, {'title': 'Chemically modified nucleic acids', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:chemically_modified_nucleic_acids', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Achemically_modified_nucleic_acids'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RHC7ha0AAAAJ&citpid=2
37,Lin Liu (刘璘),Tsinghua University （清华大学，多伦多大学）,Verified email at tsinghua.edu.cn,http://www.thss.tsinghua.edu.cn/publish/soft/3641/2010/20101214150116634447726/20101214150116634447726_.html,"[{'title': '需求工程，服务计算，', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:%E9%9C%80%E6%B1%82_%E5%B7%A5%E7%A8%8B_%E6%9C%8D%E5%8A%A1_%E8%AE%A1%E7%AE%97', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3A%25E9%259C%2580%25E6%25B1%2582_%25E5%25B7%25A5%25E7%25A8%258B_%25E6%259C%258D%25E5%258A%25A1_%25E8%25AE%25A1%25E7%25AE%2597'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
38,Zhifang Sun,The University of Tokyo,Verified email at macro.t.utokyo.ac.jp,,"[{'title': 'Soft materials', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:soft_materials', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asoft_materials'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vBeuGYkAAAAJ&citpid=14
39,Yanwei Jia,University of Macau,Verified email at um.edu.mo,https://www.fst.um.edu.mo/personal/yanweijia/,"[{'title': 'protein', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:protein', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aprotein'}, {'title': 'DNA', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:dna', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adna'}, {'title': 'PCR', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:pcr', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apcr'}, {'title': 'microfluidics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microfluidics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrofluidics'}]",https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Hu-4gs8AAAAJ&citpid=3
40,Rui Martins,"Life Fellow IEEE, Chair Professor (ECE), Director of IME, University of Macau",Verified email at um.edu.mo,https://rto.um.edu.mo/prof-rui-paulo-da-silva-martins/,"[{'title': 'Electronics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:electronics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aelectronics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Uhlgxo0AAAAJ&citpid=8
41,Bingchen Li,Harvard Medical School,Verified email at dfci.harvard.edu,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
42,Zhiqing Yang,Unknown affiliation,Verified email at hainanu.edu.cn,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
43,Huanshun Yin,Shandong Agricultural University,Verified email at sdau.edu.cn,,,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eGsmugIAAAAJ&citpid=3
44,Hafiz Muhammad Jafar Hussain,Baylor College of Medicine,Verified email at bcm.edu,,"[{'title': 'Human Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:human_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ahuman_genetics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DrcHQqwAAAAJ&citpid=7
45,Shaoyun Wang,福州大学生物科学与工程学院,Verified email at fzu.edu.cn,,"[{'title': '生物技术、食品科学', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:%E7%94%9F%E7%89%A9_%E6%8A%80%E6%9C%AF_%E9%A3%9F%E5%93%81_%E7%A7%91%E5%AD%A6', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3A%25E7%2594%259F%25E7%2589%25A9_%25E6%258A%2580%25E6%259C%25AF_%25E9%25A3%259F%25E5%2593%2581_%25E7%25A7%2591%25E5%25AD%25A6'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
46,Ulrich Strych,Baylor College of Medicine,Verified email at bcm.edu,,"[{'title': 'Vaccines', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:vaccines', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Avaccines'}, {'title': 'Parasitic diseases', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:parasitic_diseases', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aparasitic_diseases'}, {'title': 'Neglected Tropical Diseases', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:neglected_tropical_diseases', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aneglected_tropical_diseases'}, {'title': 'Point-of-care diagnostics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:point_of_care_diagnostics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apoint_of_care_diagnostics'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
47,George E. Fox,"Professor Department Biology and Biochemsitry, University of Houston",Verified email at uh.edu,https://uh.edu/nsm/biology-biochemistry/people/profiles/george-fox/,"[{'title': 'ribosomes', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:ribosomes', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aribosomes'}, {'title': 'RNA structure & function', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:rna_structure_%26_function', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Arna_structure_%2526_function'}, {'title': 'origin of life', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:origin_of_life', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aorigin_of_life'}, {'title': '5S rRNA', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:5s_rrna', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3A5s_rrna'}, {'title': 'metagenomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:metagenomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ametagenomics'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
48,Xin Zhou,"Postdoctoral Associate, University of Florida",Verified email at chem.ufl.edu,,"[{'title': 'Analytical Chemistry', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:analytical_chemistry', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aanalytical_chemistry'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
49,Yong Zeng,"Associate Professor of Chemistry, University of Florida",Verified email at ufl.edu,http://zenggroup.org/,"[{'title': 'Micro/nanotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:micro_nanotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicro_nanotechnology'}, {'title': 'liquid biopsy', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:liquid_biopsy', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aliquid_biopsy'}, {'title': 'precision medicine', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:precision_medicine', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aprecision_medicine'}, {'title': 'cancer', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cancer', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acancer'}, {'title': 'AD', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:ad', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aad'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0EzohhYAAAAJ&citpid=3
50,Jingjing Tian,China Agricultural University,Verified email at cau.edu.cn,,,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qREoDq8AAAAJ&citpid=5
51,xu wentao,Chinese Agricultural University,Verified email at cau.edu.cn,http://spxy.cau.edu.cn/art/2012/5/17/art_5197_131273.html,"[{'title': 'food safety', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:food_safety', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Afood_safety'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=u_q0dO4AAAAJ&citpid=3
